theme,count_x,indicator
TAX_DISEASE_PARKINSON_DISEASE,12,
WB_2180_MUTUAL_FUNDS,12,
TAX_WORLDLANGUAGES_CHAURASIA,12,
TAX_ETHNICITY_GEORGIANS,12,
TAX_FNCACT_FREELANCERS,12,
TAX_WORLDLANGUAGES_PADAUNG,12,
TAX_WORLDLANGUAGES_SAXON,12,
TAX_FNCACT_FIRE_CHIEF,12,
TAX_FNCACT_PERVERT,12,
TAX_FNCACT_HOUSEKEEPERS,12,
TAX_FNCACT_VICE_PRESIDENTS,12,
TAX_DISEASE_TYPHUS,12,
TAX_ETHNICITY_KURD,12,
TAX_FNCACT_RABBIS,12,
TAX_WORLDMAMMALS_BLUE_WHALE,12,
TAX_FNCACT_GROOMER,12,
TAX_WORLDFISH_MARLIN,12,
TAX_WORLDLANGUAGES_GEORGIANS,12,
TAX_WORLDREPTILES_BOX_TURTLE,12,
TAX_WORLDLANGUAGES_NANDI,12,
TAX_FNCACT_SHOWGIRL,12,
TAX_ECON_FREETRADEAGREEMENTS_TPP,12,
WB_1653_TRAINING_SERVICES,12,
TAX_POLITICAL_PARTY_UNITED_RUSSIA,12,
TAX_POLITICAL_PARTY_SHAN_NATIONALITIES_LEAGUE,12,
TAX_FNCACT_DOMESTIC_WORKER,12,
TAX_FNCACT_STREET_VENDOR,12,
TAX_FNCACT_MASTER_SERGEANT,12,
TAX_DISEASE_ALEXIA,12,
TAX_ETHNICITY_KRU,12,
TAX_FNCACT_LANDSCAPER,12,
TAX_ETHNICITY_PASHTUN,12,
TAX_FNCACT_WARDENS,12,
TAX_POLITICAL_PARTY_LEFT_PARTY,12,
TAX_FNCACT_LACKEY,12,
TAX_WORLDLANGUAGES_GOLLUM,12,
WB_454_DEBT_RESTRUCTURING,12,
NATURAL_DISASTER_VIOLENT_STORM,12,
TAX_FNCACT_HIT_MAN,12,
WB_883_TAX_INCENTIVES,11,
TAX_WORLDFISH_BLUE_CATFISH,11,
TAX_RELIGION_SHAKERS,11,
TAX_RELIGION_CALVINIST,11,
TAX_WORLDLANGUAGES_LATVIAN,11,
TAX_ETHNICITY_BANYOLES,11,
TAX_WORLDLANGUAGES_PHUONG,11,
TAX_ETHNICITY_LATVIAN,11,
TAX_WORLDBIRDS_TWIT,11,
WB_1031_COMPETITION_LAW,11,
TAX_FNCACT_ELECTRICIANS,11,
WB_2497_COMBATANTS_AND_VETERANS,11,
WB_2061_BUDGET_PREPARATION,11,
WB_2383_SYSTEM_INTEGRATION,11,
TAX_WORLDFISH_BONITO,11,
WB_2145_SCHOOL_INSPECTION,11,Schooling
WB_2386_BROADCASTING_POLICY_AND_STRATEGY,11,
TAX_FNCACT_TEMPORARY_WORKERS,11,
TAX_FNCACT_MODERATORS,11,
TAX_FNCACT_HUCKSTER,11,
TAX_WORLDLANGUAGES_CORSI,11,
TAX_WORLDLANGUAGES_DORIA,11,
TAX_FNCACT_INSTIGATORS,11,
TAX_ETHNICITY_CHINOOK,11,
WB_664_KNOWLEDGE_MANAGEMENT,11,
WB_143_RURAL_WATER,11,
WB_1800_RAIL_TRANSPORT,11,
NATURAL_DISASTER_FLOODED_ROADS,11,
TAX_WEAPONS_AIR_GUNS,11,
TAX_POLITICAL_PARTY_JUSTICE_PARTY,11,
TAX_FNCACT_TECHNOCRATS,11,
TAX_TERROR_GROUP_ABU_HASSAN,11,
TAX_WORLDMAMMALS_HOOLOCK_GIBBONS,11,
TAX_MILITARY_TITLE_MASTER_SERGEANT,11,
TAX_TERROR_GROUP_KUKI_NATIONAL_ARMY,11,
TAX_MILITARY_TITLE_STAFF_SERGEANT,11,
TAX_FNCACT_STAFF_SERGEANT,11,
TAX_WORLDLANGUAGES_NGAWUN,11,
TAX_WORLDLANGUAGES_PASHTO,11,
TAX_WORLDLANGUAGES_STONEY,11,
TAX_DISEASE_CHICKENPOX,11,
TAX_WORLDLANGUAGES_TASMAN,11,
TAX_WORLDLANGUAGES_PUNJABIS,11,
TAX_ETHNICITY_PUNJABIS,11,
TAX_DISEASE_SARCOMA,11,
WB_1504_EDUCATION_MANAGEMENT_INFORMATION_SYSTEMS,11,Schooling
TAX_WORLDFISH_BLUEFISH,11,
WB_1522_EDUCATION_INDICATORS_AND_STATISTICS,11,Schooling
TAX_WORLDBIRDS_CANADA_GOOSE,11,
TAX_RELIGION_DAHOMEY,11,
TAX_ETHNICITY_ACEHNESE,11,
TAX_WORLDLANGUAGES_KUSUNDA,11,
TAX_RELIGION_YEZIDI,11,
WB_806_ACCESS_TO_SERVICES,11,
TAX_WORLDCRUSTACEANS_CRUSTACEAN,11,
TAX_FNCACT_GOVERNESS,11,
TAX_DISEASE_POX,11,
TAX_ETHNICITY_MACEDONIANS,11,
TAX_FNCACT_DAY_LABORERS,11,
TAX_WORLDLANGUAGES_MACEDONIANS,11,
WB_1396_HEALTH_PROVIDER_NETWORKS,11,
WB_1397_HEALTH_FACILITY_MANAGEMENT,11,
HUMAN_RIGHTS_ABUSES_ARBITRARY_KILLINGS,11,HumanRights
TAX_DISEASE_HEPATOCELLULAR_CARCINOMA,11,
WB_2073_ILLICIT_FINANCIAL_FLOWS,11,
WB_1846_CARBON_PRICING,11,
WB_1136_TRADE_BALANCE,11,
WB_2369_DATA_PRIVACY,11,
TAX_WORLDBIRDS_BALD_EAGLES,11,
TAX_DISEASE_HERPES,11,
TAX_DISEASE_HYPERTROPHY,11,
WB_2773_FISCAL_POLICY_AND_JOBS,11,
WB_2777_TRANSFER_PAYMENTS,11,
WB_2847_INDUSTRIAL_POLICIES,11,
TAX_CARTELS_JALISCO_NEW_GENERATION_CARTEL,11,
WB_451_DEBT_MANAGEMENT,11,
TAX_DISEASE_CORONARY_HEART_DISEASE,11,
TAX_FNCACT_RANCHER,11,
TAX_WORLDLANGUAGES_CHUANG,11,
TAX_WORLDREPTILES_SOUTHERN_COPPERHEAD,11,
TAX_DISEASE_MONKEYPOX,11,
WB_2273_UPSTREAM_OIL_AND_GAS,11,
TAX_FNCACT_DIETITIAN,11,
TAX_DISEASE_TENDONS,11,
TAX_ETHNICITY_YEZIDI,11,
TAX_FNCACT_COXSWAIN,11,
TAX_ETHNICITY_MULATTO,11,
WB_788_URBAN_TRANSPORT,11,
TAX_FNCACT_INSTALLER,11,
TAX_WORLDLANGUAGES_SANYO,11,
WB_1726_MASS_TRANSIT,11,
TECH_SUPERCOMPUTING,11,
TAX_RELIGION_SUNNI_MUSLIMS,11,
WB_2133_QUALIFICATION_FRAMEWORKS,11,
WB_521_ENERGY_ACCESS,11,
TAX_FNCACT_CLINICAL_PSYCHOLOGIST,11,
TAX_WORLDLANGUAGES_KOHLI,11,
URBAN_SPRAWL,11,
WB_1687_SURVEY_DESIGN,11,
TAX_WORLDFISH_PIRANHA,11,
TAX_WORLDFISH_ATLANTIC_SALMON,11,
TAX_DISEASE_MENOPAUSE,11,
TAX_FNCACT_GUNNERS,11,
TAX_WORLDLANGUAGES_GUAVIARE,11,
WB_2065_EXTERNAL_AUDIT,11,
TAX_DISEASE_COLIC,11,
WB_2267_M_AND_E_TOOLS_AND_METHODS,11,
TAX_WORLDLANGUAGES_KADAI,11,
TAX_FNCACT_DECORATOR,11,
TAX_POLITICAL_PARTY_DEMOCRATIC_SOCIALIST_PARTY,11,
TAX_DISEASE_ZIKA_VIRUS,11,
TAX_FNCACT_ARRANGER,11,
TAX_WORLDLANGUAGES_HALLAM,11,
TAX_DISEASE_DYSPNEA,11,
TAX_ETHNICITY_CEYLONESE,11,
TAX_ETHNICITY_HAUSA,11,
TAX_WORLDLANGUAGES_HAUSA,11,
TAX_WORLDLANGUAGES_LODHI,11,
TAX_RELIGION_MESSIANIC,11,
TAX_WORLDLANGUAGES_RAJASTHANI,11,
TAX_WORLDLANGUAGES_ISAAN,11,
TAX_DISEASE_INDIGESTION,11,
TAX_ETHNICITY_RAJASTHANI,11,
TAX_ETHNICITY_SHONA,11,
TAX_WORLDLANGUAGES_SHONA,11,
WB_357_CREDIT_REPORTING,11,
WB_1651_INTERMEDIATION,11,
TAX_WORLDMAMMALS_BOTTLENOSE_DOLPHINS,11,
TAX_WORLDMAMMALS_NORTHERN_QUOLLS,11,
TAX_DISEASE_SWINE_FEVER,11,
TAX_FNCACT_DIGGER,11,
TAX_FNCACT_MASONS,11,
TAX_ETHNICITY_MES,11,
TAX_FNCACT_BOWLER,11,
TAX_FNCACT_TROOPER,11,
TAX_ETHNICITY_SERE,11,
TAX_FNCACT_YEOMAN,11,
WB_1619_EMERGENCY_CONDITIONS,11,
TAX_WORLDBIRDS_JUNGLE_BABBLERS,11,
TAX_WORLDLANGUAGES_LAMBA,11,
TAX_ECON_FREETRADEAGREEMENTS_FREE_TRADE_AGREEMENTS,11,
WB_1130_STRUCTURAL_POLICY_AND_REFORM,11,
TAX_ETHNICITY_LAMBA,11,
TAX_WORLDMAMMALS_SERVAL,11,
TAX_ETHNICITY_ACHANG,11,
TAX_DISEASE_CONVERSION_DISORDER,10,
TAX_DISEASE_BOTULISM,10,
TAX_WORLDLANGUAGES_CHANA,10,
TAX_ETHNICITY_MONTENEGRIN,10,
TAX_WORLDLANGUAGES_COOK_ISLAND,10,
TAX_WORLDLANGUAGES_GHARTI,10,
TAX_FNCACT_CHIEF_ASSISTANT,10,
TAX_TERROR_GROUP_UNITED_NATIONAL_LIBERATION_FRONT,10,
TAX_WORLDLANGUAGES_SHISHI,10,
TAX_WORLDLANGUAGES_CAMBA,10,
WB_2454_COUNTERFEIT_GOODS,10,
TAX_WORLDLANGUAGES_KUMAON,10,
TAX_WORLDLANGUAGES_AMHARIC,10,
TAX_FNCACT_ARBITRATOR,10,
SOC_POINTSOFINTEREST_MIDDLE_SCHOOLS,10,Schooling
TAX_FNCACT_VICEROYS,10,
TAX_DISEASE_UREMIA,10,
TAX_RELIGION_PROTESTANTISM,10,
TAX_FNCACT_MACHINIST,10,
TAX_WORLDFISH_BLUEFIN_TUNA,10,
WB_827_MOBILE_MONEY,10,
TAX_RELIGION_VOODOO,10,
WB_2424_ICT_AND_FINANCIAL_SECTOR,10,
TAX_WORLDREPTILES_BOX_TURTLES,10,
TAX_ETHNICITY_KOSOVARS,10,
TAX_POLITICAL_PARTY_SOCIALIST_WORKERS_PARTY,10,
TAX_WEAPONS_RUBBER_BULLETS,10,
WB_663_GEOGRAPHIC_INFORMATION_SYSTEMS,10,
TAX_POLITICAL_PARTY_LIBERAL_DEMOCRATIC_PARTY,10,
WB_2756_LABOR_PRODUCTIVITY,10,
TAX_ETHNICITY_AHMADIS,10,
TAX_POLITICAL_PARTY_ALLIANCE_PARTY,10,
TAX_FNCACT_LAPIDARY,10,
TAX_WORLDLANGUAGES_SERRA,10,
TAX_WORLDLANGUAGES_SHOHO,10,
TAX_WORLDLANGUAGES_TANGKHULS,10,
TAX_WORLDFISH_HADDOCK,10,
MANMADE_DISASTER_TOXIC_WASTE,10,
TAX_FNCACT_COPY_EDITOR,10,
TAX_FNCACT_BEAUTY_QUEEN,10,
TAX_WORLDMAMMALS_DUGONG,10,
TAX_TERROR_GROUP_AFRICAN_NATIONAL_CONGRESS,10,
TAX_FNCACT_ELECTRICAL_ENGINEER,10,
WB_2140_INSPECTORATE,10,
TAX_WORLDLANGUAGES_AZERI,10,
TAX_POLITICAL_PARTY_AFRICAN_NATIONAL_CONGRESS,10,
TAX_WORLDLANGUAGES_KALENJIN,10,
TAX_FNCACT_FLORIST,10,
TAX_TERROR_GROUP_REVOLUTIONARY_PEOPLE_FRONT,10,
TAX_ETHNICITY_KALENJIN,10,
TAX_ETHNICITY_DOGRAS,10,
TAX_FNCACT_MEDICINE_WOMAN,10,Gender_Inequality
NATURAL_DISASTER_HIGH_WINDS,10,
TAX_ETHNICITY_NICARAGUANS,10,
TAX_WORLDLANGUAGES_BANOO,10,
NATURAL_DISASTER_DROWNS,10,
TAX_WORLDLANGUAGES_KAMBA,10,
TAX_ETHNICITY_KAMBA,10,
WB_1385_GOVERNANCE_AND_STEWARDSHIP,10,
WB_930_VIOLENCE_PREVENTION,10,
TAX_FNCACT_CONVENERS,10,
TAX_FNCACT_CELLIST,10,
TAX_WORLDMAMMALS_ARGALI,10,
TAX_WORLDFISH_PERCHES,10,
TAX_DISEASE_COMMUNICABLE_DISEASES,10,
TAX_WORLDLANGUAGES_GANDA,10,
TAX_FNCACT_ARCHDUKE,10,
TAX_DISEASE_LEECHES,10,
TAX_RELIGION_JAINISM,10,
TAX_FNCACT_TECHNICAL_DIRECTOR,10,
TAX_DISEASE_MRSA,10,
TAX_DISEASE_APPENDICITIS,10,
TAX_DISEASE_DANDRUFF,10,
WB_973_HEALTH_LAWS_AND_REGULATIONS,10,
TAX_FNCACT_EVANGELISTS,10,
TAX_WORLDLANGUAGES_URIANKHAI,10,
TAX_FNCACT_PARTY_BOSS,10,
TAX_AGRICULHARMINSECTS_MITE,10,
TAX_WORLDARACHNIDS_MITE,10,
TAX_WORLDFISH_GUNWALES,10,
TAX_FNCACT_MANNEQUIN,10,
TAX_FNCACT_ARCHIVIST,10,
TAX_WORLDLANGUAGES_MAHOTTARI,10,
TAX_FNCACT_FILIBUSTER,10,
WB_1831_ENVIRONMENTAL_CRIME_AND_LAW_ENFORCEMENT,10,
TAX_WORLDMAMMALS_KOALA,10,
ECON_PRICEMANIPULATION,10,
WB_411_DEBT_RESOLUTION,10,
TAX_DISEASE_ATHEROSCLEROSIS,10,
TAX_FNCACT_ELECTED_OFFICIAL,10,
TAX_WORLDLANGUAGES_KURMI,10,
TAX_WORLDLANGUAGES_MANAGUA,10,
TAX_FNCACT_PERFUMER,10,
WB_1684_POLICY_FINANCING,10,
TAX_ETHNICITY_BLACK_AFRICAN,10,
TAX_DISEASE_HEPATITIS_C,10,
TAX_WORLDFISH_SNAKEHEADS,10,
TAX_WORLDINSECTS_MITE,10,
TAX_FNCACT_GOVERNMENT_AGENT,10,
TAX_RELIGION_PAGANS,10,
TAX_FNCACT_THE_GROOMS,10,
ECON_WORLDCURRENCIES_INDIAN_RUPEE,10,
WB_2501_COMBATANT_AND_VETERAN_SUICIDE,10,
TAX_WORLDLANGUAGES_TUCANOS,10,
TAX_WORLDLANGUAGES_AMALA,10,
TAX_WORLDLANGUAGES_ANSERMA,10,
TAX_WORLDLANGUAGES_BADEN,10,
TAX_WORLDLANGUAGES_APATANI,10,
TAX_TERROR_GROUP_JANJAWEED,10,
TAX_WORLDBIRDS_MALLARD,10,
TAX_WORLDLANGUAGES_JIVARO,10,
TAX_FNCACT_WAITRESSES,10,
TAX_FNCACT_LANDED_GENTRY,10,
TAX_FNCACT_FUSILIERS,10,
TAX_FNCACT_TRAINING_DIRECTOR,10,
WB_197_AGRICULTURAL_RESEARCH,10,
WB_2599_CHANGE_MANAGEMENT,10,
TAX_TERROR_GROUP_UNITED_LIBERATION_FRONT_OF_ASSAM,10,
TAX_WORLDLANGUAGES_YOSEMITE,10,
WB_1277_BANKRUPTCY_AND_LIQUIDATION,10,
TAX_WORLDLANGUAGES_ASSYRIAN,10,
WB_2204_IN_MIGRATION,10,
TAX_WORLDLANGUAGES_KOIRENG,10,
TAX_FNCACT_DISPATCHER,10,
TAX_FNCACT_PSYCHOTHERAPIST,10,
TAX_FNCACT_BUFFOON,10,
TAX_FNCACT_TELEGRAPHIST,10,
TAX_ETHNICITY_ASSYRIAN,10,
TAX_WORLDBIRDS_BLUEBIRD,10,
TAX_FNCACT_BABYSITTER,10,
WB_976_TRANSPORT_LAW_AND_REGULATION,10,
TAX_WORLDLANGUAGES_TANTI,10,
TAX_ETHNICITY_ZIMBABWEAN,10,
TAX_WORLDLANGUAGES_KAMAR,10,
TAX_WORLDMAMMALS_WALRUSES,10,
WB_1751_LIQUEFIED_NATURAL_GAS,10,
TAX_FNCACT_PEON,10,
TAX_WORLDLANGUAGES_SAMBAL,10,
TAX_WORLDLANGUAGES_SUNUWAR,10,
TAX_WORLDFISH_TRUMPETER,9,
TAX_FNCACT_JOINER,9,
TAX_FNCACT_USHERS,9,
TAX_ETHNICITY_CORSICAN,9,
TAX_FNCACT_ZOOKEEPER,9,
TAX_WORLDLANGUAGES_CORSICAN,9,
TAX_RELIGION_SUFISM,9,
TAX_WORLDLANGUAGES_GANZI,9,
TAX_RELIGION_ROSICRUCIAN,9,
TAX_WORLDLANGUAGES_CHOUDHARY,9,
TAX_RELIGION_JEHOVAH_WITNESSES,9,
TAX_RELIGION_EPISCOPALIANS,9,
TAX_ETHNICITY_NEW_ZEALANDER,9,
TAX_POLITICAL_PARTY_NATIONAL_UNITY_PARTY,9,
TAX_FNCACT_UROLOGIST,9,
TAX_FNCACT_PERCUSSIONIST,9,
TAX_ETHNICITY_JEHOVAH_WITNESSES,9,
SOC_POINTSOFINTEREST_DISPLACED_PERSON_CAMP,9,
TAX_FNCACT_SALESWOMAN,9,
TAX_WORLDMAMMALS_HUMPBACK_WHALES,9,
TAX_WORLDLANGUAGES_KOKOTA,9,
WB_1945_KNOWLEDGE_BASED_CAPITAL_FOR_INNOVATION,9,
TAX_WORLDLANGUAGES_MILANO,9,
NATURAL_DISASTER_COLD_SPELL,9,
WB_1944_INNOVATION_AND_PRODUCTIVITY_GROWTH,9,
TAX_FNCACT_COMMUNITY_ORGANIZER,9,
TAX_FNCACT_ADMINISTRATIVE_OFFICIAL,9,
WB_2111_COMPETITION_ECONOMICS,9,
TAX_WORLDMAMMALS_GIANT_PANDA,9,
TAX_ETHNICITY_MAURITIAN,9,
TAX_WORLDLANGUAGES_QUECHUA,9,
TAX_ETHNICITY_QUECHUA,9,
TAX_FNCACT_MARINERS,9,
TAX_TERROR_GROUP_ALQAEDA,9,
WB_720_TAX_AND_REVENUE_POLICY_AND_ADMINISTRATION,9,
TAX_FNCACT_CATERERS,9,
TAX_DISEASE_SICKLE_CELL_ANEMIA,9,
TAX_WORLDLANGUAGES_TANGGU,9,
TAX_FNCACT_ACOLYTES,9,
WB_867_CITIES_AND_CONFLICT,9,
WB_2969_SOCIAL_CONFLICT,9,
TAX_WORLDLANGUAGES_KAND,9,
TAX_FNCACT_MAHARANI,9,
TAX_TERROR_GROUP_RED_GUARDS,9,
TAX_WORLDLANGUAGES_MAURITIAN,9,
TAX_POLITICAL_PARTY_DEMOCRATIC_ACTION_PARTY,9,
TAX_WORLDLANGUAGES_LIYANG,9,
NATURAL_DISASTER_BLIZZARDS,9,
ECON_WORLDCURRENCIES_MALAYSIAN_RINGGIT,9,
TAX_WORLDLANGUAGES_BIRSA,9,
TAX_POLITICAL_PARTY_LABOUR_MP,9,
TAX_WORLDLANGUAGES_HERERO,9,
TAX_WORLDLANGUAGES_OKANAGAN,9,
TAX_ETHNICITY_AHMADI,9,
TAX_ETHNICITY_GUAGU,9,
TAX_ETHNICITY_HERERO,9,
TAX_MILITARY_TITLE_2ND_LIEUTENANT,9,
TAX_WORLDLANGUAGES_MALAYALI,9,
TAX_WORLDLANGUAGES_KHYANG,9,
WB_1976_COOPERATIVE_DEVELOPMENT,9,
TAX_FNCACT_2ND_LIEUTENANT,9,
TAX_FNCACT_FIGHTER_PILOTS,9,
TAX_FNCACT_PRIESTESS,9,
TAX_WORLDBIRDS_RIFLEMAN,9,
TAX_FNCACT_INFANTRYMEN,9,
TAX_WORLDFISH_BLUE_WHITE,9,
TAX_FNCACT_WINEMAKER,9,
WB_676_CLOUD_COMPUTING,9,
TAX_FNCACT_PLOTTER,9,
TAX_RELIGION_ARMENIAN_APOSTOLIC,9,
TAX_WORLDLANGUAGES_YAZIDIS,9,
ECON_DEVELOPMENTORGS_ORGANISATION_FOR_ECONOMIC_COOPERATION,9,
TAX_DISEASE_LYME_DISEASE,9,
TAX_FNCACT_CHURCHWARDEN,9,
TAX_WORLDARACHNIDS_MITES,9,
TAX_AGRICULHARMINSECTS_MITES,9,
TAX_DISEASE_NEUROMUSCULAR_DISEASES,9,
TAX_FNCACT_PRISON_CHAPLAIN,9,
TAX_DISEASE_SEPSIS,9,
TAX_WORLDLANGUAGES_ICH,9,
ECON_WORLDCURRENCIES_AUSTRALIAN_DOLLARS,9,
TAX_FOODSTAPLES_AMARANTH,9,
TAX_WORLDLANGUAGES_KATCHI,9,
TAX_WORLDLANGUAGES_URA,9,
TAX_FNCACT_ANTIQUARIAN,9,
TAX_WORLDINSECTS_MITES,9,
WB_576_ECOSYSTEM_BASED_ADAPTATION,9,
TAX_WORLDBIRDS_SPOTTED_OWLS,9,
WB_2727_MALE_WORKERS,9,
TAX_WORLDLANGUAGES_CHEREMISS,9,
TAX_DISEASE_CHEST_PAIN,9,
TAX_FNCACT_BOOTLEGGER,9,
TAX_DISEASE_CARBUNCLE,9,
TAX_AIDGROUPS_CATHOLIC_RELIEF_SERVICES,9,
TAX_WEAPONS_ROCKETPROPELLED_GRENADE,9,
ECON_DEVELOPMENTORGS_GATES_FOUNDATION,9,
TAX_WORLDMAMMALS_WOODRAT,9,
TAX_DISEASE_ALZHEIMER_DISEASE,9,
TAX_FNCACT_2ND_LIEUTENANTS,9,
TAX_WORLDLANGUAGES_ALGERIANS,9,
TAX_FNCACT_NONCOMMISSIONED_OFFICERS,9,
TAX_ETHNICITY_ALGERIANS,9,
WB_555_ARTISANAL_AND_SMALL_SCALE_MINING,9,
TAX_WORLDMAMMALS_WILD_BOARS,9,
TAX_WORLDLANGUAGES_PANANG,9,
TAX_FNCACT_IMMIGRATION_OFFICER,9,
TAX_FNCACT_POLITICAL_OFFICER,9,
TAX_WORLDLANGUAGES_SALAS,9,
TAX_FNCACT_HEADMISTRESS,9,
TAX_FNCACT_FRANCHISEE,9,
TAX_FNCACT_PAEDOPHILE,9,
TAX_RELIGION_ISMAILI,9,
WB_2822_LIFELONG_EDUCATION,9,Schooling
TAX_RELIGION_EASTERN_ORTHODOX,9,
TAX_ETHNICITY_KINYARWANDA,9,
TAX_DISEASE_SYPHILIS,9,
TAX_WORLDINSECTS_HONEYBEE,9,
TAX_WORLDLANGUAGES_KHANA,9,
TAX_WORLDLANGUAGES_KANGRIS,9,
TAX_ETHNICITY_PAPUAN,9,
TAX_FNCACT_KITCHEN_STAFF,9,
TAX_PLANTDISEASE_ROOT_ROT,9,
TAX_RELIGION_MONOTHEISM,9,
TAX_WORLDREPTILES_BLACK_RACER,9,
TAX_FNCACT_FLIGHT_ATTENDANT,9,
TAX_FNCACT_TRUCKER,9,
TAX_ETHNICITY_ROMANIANS,9,
TAX_WORLDLANGUAGES_KANGA,9,
TAX_WORLDLANGUAGES_ROMANIANS,9,
CRISISLEX_T05_MONEY,9,
TAX_ETHNICITY_SHAFII,9,
TAX_DISEASE_TOOTH_DECAY,9,
TAX_WORLDLANGUAGES_TERRI,9,
TAX_WORLDLANGUAGES_KINYARWANDA,9,
TAX_ETHNICITY_HONDURANS,9,
TAX_FNCACT_WATERMAN,9,
TAX_WORLDLANGUAGES_LUCUMI,9,
TAX_WORLDLANGUAGES_ACHANG,9,
TAX_DISEASE_BACTERIAL_INFECTIONS,9,
TAX_WORLDLANGUAGES_NOWGONG,9,
TAX_FNCACT_1ST_LIEUTENANT,9,
TAX_WORLDBIRDS_SEAGULLS,9,
TAX_WORLDLANGUAGES_SIMEULUE,9,
TAX_FNCACT_RINGMASTER,9,
TAX_ETHNICITY_SWEDES,9,
TAX_WORLDLANGUAGES_CHALDEAN,9,
TAX_FNCACT_CHARIOTEER,9,
TAX_FNCACT_LABOR_LEADER,9,
SOC_POINTSOFINTEREST_FORWARD_OPERATING_BASE,9,
TAX_MILITARY_TITLE_1ST_LIEUTENANT,9,
TAX_FNCACT_NANNIES,8,
TAX_FNCACT_LIEUTENANTCOLONEL,8,
TAX_WORLDLANGUAGES_TURKMEN,8,
TAX_FNCACT_GUNRUNNERS,8,
TAX_DISEASE_BUBONIC_PLAGUE,8,
TAX_FNCACT_COACHMAN,8,
TAX_MILITARY_TITLE_LIEUTENANTCOLONEL,8,
TAX_WORLDFISH_MORAY_EELS,8,
TAX_DISEASE_DIEOFF,8,
TAX_FNCACT_DERMATOLOGIST,8,
TAX_FNCACT_SALES_REPRESENTATIVE,8,
TAX_FNCACT_INVESTMENT_BANKER,8,
TAX_DISEASE_BRAIN_INJURY,8,
TAX_TERROR_GROUP_SHINING_PATH,8,
TAX_FNCACT_DELIVERYMAN,8,
TAX_WORLDLANGUAGES_PAYAP,8,
TAX_DISEASE_FIBROSIS,8,
WB_646_FOOD_FORTIFICATION,8,
TAX_WORLDLANGUAGES_PARADIS,8,
TAX_WORLDLANGUAGES_SANGA,8,
WB_2172_MICRONUTRIENTS,8,
TAX_WORLDLANGUAGES_CHIBOK,8,
NATURAL_DISASTER_WINTER_STORM,8,
TAX_FNCACT_CASEWORKER,8,
TAX_WORLDLANGUAGES_KATHE,8,
TAX_FNCACT_COUNCILWOMAN,8,
MANMADE_DISASTER_TRAFFIC_COLLISION,8,
TAX_WORLDLANGUAGES_TANCHANGYA,8,
TAX_WORLDFISH_POACHER,8,
TAX_WORLDLANGUAGES_SHUSWAP,8,
TAX_FNCACT_BURGLAR,8,
TAX_FNCACT_BREADWINNERS,8,
TAX_POLITICAL_PARTY_AUSTRALIAN_LABOR_PARTY,8,
TAX_WORLDMAMMALS_LEOPARD_CAT,8,
ECON_DEVELOPMENTORGS_INTERNATIONAL_FINANCE_CORPORATION,8,
TAX_AIDGROUPS_INTERNATIONAL_FINANCE_CORPORATION,8,
TAX_FNCACT_SEAFARER,8,
TAX_DISEASE_BIRTH_WEIGHT,8,
TAX_DISEASE_CHRONIC_PAIN,8,
TAX_WORLDLANGUAGES_SANAM,8,
TAX_FNCACT_FIRST_SERGEANT,8,
TAX_FNCACT_POACHER,8,
TAX_ETHNICITY_TURKMEN,8,
TAX_FNCACT_HOUSEMAID,8,
TAX_WORLDLANGUAGES_DAWAR,8,
TAX_WORLDLANGUAGES_PINYIN,8,
TAX_WORLDLANGUAGES_CZECHS,8,
WB_1400_HEALTH_REFERRAL_SYSTEMS,8,
TAX_FNCACT_FACILITY_MANAGER,8,
WB_2648_BUSINESS_ENABLERS_INCUBATORS_AND_ACCELERATORS,8,
TAX_WORLDLANGUAGES_MONPA,8,
TAX_FNCACT_COSTUME_DESIGNER,8,
TAX_WORLDMAMMALS_TUR,8,
TAX_WORLDMAMMALS_GRAY_WOLF,8,
TAX_WORLDMAMMALS_AMERICAN_BADGER,8,
TAX_FNCACT_HERDER,8,
TAX_FNCACT_ANESTHESIOLOGIST,8,
GOV_DISSOLVEGOV,8,
EPU_POLICY_BANK_OF_KOREA,8,
TAX_WORLDLANGUAGES_INTHA,8,
TAX_FNCACT_CHEESEMAKER,8,
TAX_TERROR_GROUP_AL_FATAH,8,
TAX_WORLDLANGUAGES_BIHARIS,8,
TAX_ETHNICITY_CZECHS,8,
TAX_DISEASE_CHRONIC_FATIGUE_SYNDROME,8,
TAX_TERROR_GROUP_BLACK_MAMBA,8,
TAX_WORLDINSECTS_SPIDER_MITES,8,
TAX_AGRICULHARMINSECTS_SPIDER_MITES,8,
TAX_FNCACT_LANDLADY,8,
TAX_FNCACT_CHIEF_SECURITY_OFFICER,8,
TAX_DISEASE_FATIGUE_SYNDROME,8,
TAX_WORLDLANGUAGES_MANNAN,8,
TAX_ETHNICITY_BIHARIS,8,
TAX_WORLDLANGUAGES_CHAKHESANG,8,
TAX_WORLDLANGUAGES_CASTELLANO,8,
TAX_FNCACT_BAILIFF,8,
TAX_WORLDFISH_BULL_SHARK,8,
WB_573_CLIMATE_RISK_MANAGEMENT,8,
TAX_FNCACT_VICE_CHAIRMEN,8,
WB_757_STREET_CHILDREN,8,
TAX_FNCACT_OVERSEERS,8,
TAX_FNCACT_PURSER,8,
TAX_DISEASE_RENAL_FAILURE,8,
TAX_WORLDLANGUAGES_MAPO,8,
TAX_DISEASE_UNDIAGNOSED,8,
