theme,count,indicator
TAX_FNCACT_ACCOUNT_EXECUTIVE,19,
TAX_FNCACT_STYLISTS,19,
TAX_FNCACT_SALESGIRL,19,
WB_1377_ECOSYSTEM_ACCESS_AND_BENEFIT_SHARING,19,
WB_2726_CHILD_WORKERS,19,
TAX_RELIGION_MARONITE,19,
TAX_FNCACT_STRIPPER,19,
WB_1510_SCHOOL_ADMINISTRATION,19,Schooling
TAX_WORLDMAMMALS_GUINEA_PIGS,19,
TAX_DISEASE_ANOSMIA,19,
TAX_FNCACT_TRENDSETTER,19,
TAX_WORLDFISH_KALUGA,19,
TAX_WORLDLANGUAGES_SIRIO,19,
TAX_FNCACT_TECHNOLOGIST,19,
TAX_WORLDLANGUAGES_PANANG,19,
TAX_WORLDLANGUAGES_TURKMEN,19,
TAX_ETHNICITY_TURKMEN,19,
TAX_POLITICAL_PARTY_COMMUNIST_PARTY_OF_NEPAL,18,
TAX_WORLDLANGUAGES_CENTRAL_TIBETAN,18,
TAX_TERROR_GROUP_COMMUNIST_PARTY_OF_NEPAL,18,
TAX_FNCACT_FIELD_OFFICER,18,
MANMADE_DISASTER_KNOCKED_OUT_POWER,18,
TAX_FNCACT_LANDSCAPER,18,
TAX_TERROR_GROUP_INTERAHAMWE,18,
TAX_FNCACT_COSTUME_DESIGNER,18,
TAX_WORLDREPTILES_RATTLESNAKES,18,
TAX_FNCACT_HITMEN,18,
TAX_FNCACT_PORTFOLIO_MANAGER,18,
MANMADE_DISASTER_POWER_FAILURE,18,
TAX_RELIGION_ARMENIAN_CHURCH,18,
TAX_WORLDLANGUAGES_MULIMBA,18,
NATURAL_DISASTER_SNOW_STORMS,18,
TAX_WORLDLANGUAGES_PURAM,18,
TAX_WORLDFISH_MAHI_MAHI,18,
NATURAL_DISASTER_DESERTIFICATION,18,
TAX_DISEASE_CARDIOVASCULAR_DISEASES,18,
TAX_POLITICAL_PARTY_LIBERAL_DEMOCRATS,18,
TAX_FNCACT_DELIVERY_MAN,18,
TAX_FNCACT_TECHNOCRAT,18,
TAX_AIDGROUPS_ACTION_AGAINST_HUNGER,18,
TAX_FNCACT_PERCUSSIONIST,18,
TAX_FNCACT_BURGLARS,18,
TAX_FNCACT_DELIVERY_MEN,18,
WB_1612_EARLY_CHILDHOOD_EDUCATION,18,Schooling
TAX_ETHNICITY_ZOROASTRIAN,18,
TAX_DISEASE_TWINNING,18,
TAX_FNCACT_PARATROOPER,18,
WB_1722_HOUSING_POLICY_AND_INSTITUTIONS,18,
TAX_WORLDLANGUAGES_BAHASA_INDONESIA,18,
TAX_RELIGION_CONFUCIAN,18,
WB_451_DEBT_MANAGEMENT,18,
TAX_DISEASE_PANCREATITIS,18,
WB_2583_PERFORMANCE_MEASUREMENT,18,
WB_1089_STRUCTURAL_TRANSFORMATION,18,
TAX_TERROR_GROUP_PEOPLE_DEMOCRATIC_PARTY,18,
TAX_WORLDLANGUAGES_MANAM,18,
TAX_WORLDLANGUAGES_MANGA,18,
TAX_DISEASE_SCLEROSIS,18,
TAX_POLITICAL_PARTY_PEOPLE_DEMOCRATIC_PARTY,18,
TAX_WORLDLANGUAGES_ICH,18,
TAX_WORLDLANGUAGES_VANGA,18,
TAX_WORLDREPTILES_SEA_TURTLE,18,
TAX_DISEASE_CHICKENPOX,18,
ECON_WORLDCURRENCIES_FRANC,18,
TAX_WORLDLANGUAGES_CASTELLANO,18,
TAX_DISEASE_CHEST_PAIN,18,
WB_2074_PROCEEDS_OF_CRIME,18,
TAX_DISEASE_NECK_PAIN,18,
TAX_WORLDLANGUAGES_DAENG,18,
TAX_DISEASE_INSOMNIA,18,
TAX_ETHNICITY_IGBO,18,
TAX_WORLDLANGUAGES_SAHRAWI,18,
TAX_FNCACT_ASSESSORS,18,
TAX_DISEASE_PEDOPHILIA,18,
TAX_FNCACT_PLOTTER,18,
WB_2180_MUTUAL_FUNDS,18,
TAX_ETHNICITY_ZOMIS,18,
TAX_DISEASE_BERIBERI,18,
TAX_RELIGION_MENNONITE,18,
MANMADE_DISASTER_AVIATION_ACCIDENT,18,
TAX_WORLDLANGUAGES_BERIBERI,18,
TAX_WORLDLANGUAGES_BANNA,18,
NATURAL_DISASTER_HEAVY_SNOWFALL,18,
WB_2198_CHEMICAL_ENGINEERING,18,
TAX_FNCACT_EXECUTIVE_DIRECTORS,18,
NATURAL_DISASTER_BRUSH_FIRE,18,
TAX_FNCACT_SUPERINTENDENTS,18,
TAX_TERROR_GROUP_IRISH_REPUBLICAN_ARMY,18,
WB_2061_BUDGET_PREPARATION,18,
TAX_DISEASE_SEPSIS,18,
WB_1139_DEBT_SUSTAINABILITY_FRAMEWORK,17,
WB_1845_CARBON_TAX,17,
WB_2410_CROWDSOURCING,17,
WB_2599_CHANGE_MANAGEMENT,17,
TAX_WORLDLANGUAGES_BANOO,17,
TAX_WORLDMAMMALS_SAMBAR,17,
TAX_FNCACT_MAHARANI,17,
TAX_WORLDLANGUAGES_KASSI,17,
TAX_DISEASE_MULTIPLE_SCLEROSIS,17,
WB_1581_RESKILLING,17,
TAX_TERROR_GROUP_ARAKAN_ROHINGYA_NATIONAL_ORGANISATION,17,
TAX_WORLDLANGUAGES_PATANI,17,
WB_1753_GAS_TO_POWER,17,
TAX_ETHNICITY_PAPUANS,17,
TAX_WORLDINSECTS_HONEY_BEE,17,
TAX_FNCACT_FIRE_MARSHAL,17,
TAX_TERROR_GROUP_MAU_MAU,17,
TAX_FNCACT_PUPPETEER,17,
TAX_DISEASE_RUBELLA,17,
TAX_WORLDLANGUAGES_CHAMAN,17,
TAX_WORLDLANGUAGES_GREEN_RIVER,17,
TAX_FNCACT_POLITICAL_OFFICER,17,
TAX_WORLDLANGUAGES_TAI_YAI,17,
TAX_TERROR_GROUP_TAMIL_TIGERS,17,
TAX_WORLDLANGUAGES_KWONG,17,
TAX_FNCACT_GEMOLOGIST,17,
TAX_WORLDLANGUAGES_KHANA,17,
WB_1819_TRANSPORT_EFFICIENCY,17,
TAX_FNCACT_WATERMAN,17,
NATURAL_DISASTER_POWERFUL_STORMS,17,
TAX_FNCACT_LACKEYS,17,
TAX_WORLDLANGUAGES_SHERI,17,
TAX_WORLDLANGUAGES_MOSHI,17,
TAX_ETHNICITY_ABORIGINES,17,
TAX_FNCACT_COURTIERS,17,
TAX_FNCACT_OBSTETRICIAN,17,
TAX_ETHNICITY_MACEDONIAN,17,
TAX_WORLDLANGUAGES_MACEDONIAN,17,
TAX_ETHNICITY_PANAMANIANS,17,
TAX_WORLDLANGUAGES_ABAKAN,17,
TAX_RELIGION_BAHAIS,17,
TAX_WORLDLANGUAGES_ASSYRIAN,17,
TAX_WORLDMAMMALS_WALRUS,17,
TAX_TERROR_GROUP_BLACK_STAR,17,
TAX_ETHNICITY_BAHAIS,17,
TAX_WORLDLANGUAGES_SANNA,17,
HUMAN_RIGHTS_ABUSES_FORCED_DISAPPEARANCE,17,HumanRights
TAX_TERROR_GROUP_JANJAWEED,17,
WB_1846_CARBON_PRICING,17,
TAX_DISEASE_HYPERLIPIDEMIA,17,
WB_1040_COPYRIGHT_LAW,17,
TAX_FNCACT_TROUBLESHOOTER,17,
TAX_ETHNICITY_ASSYRIAN,17,
TAX_FNCACT_PARTY_BOSS,17,
NATURAL_DISASTER_TORRENTIAL_RAINFALL,17,
TAX_FNCACT_PARALEGALS,17,
TAX_WORLDMAMMALS_IMPALA,17,
TAX_FNCACT_ALCHEMIST,17,
TAX_WEAPONS_TEARGASSED,17,
WB_1831_ENVIRONMENTAL_CRIME_AND_LAW_ENFORCEMENT,17,
TAX_DISEASE_SEXUALLY_TRANSMITTED_DISEASES,16,
TAX_AIDGROUPS_ASIAN_DISASTER_PREPAREDNESS_CENTER,16,
ECON_WORLDCURRENCIES_CANADIAN_DOLLARS,16,
TAX_FNCACT_DAY_LABORER,16,
TAX_WORLDLANGUAGES_LUSHAIS,16,
TAX_DISEASE_UNCONSCIOUSNESS,16,
TAX_FNCACT_FORTUNETELLER,16,
TAX_WORLDLANGUAGES_LAKOTA,16,
TAX_FNCACT_DEATH_SQUADS,16,
TAX_FNCACT_POSTMAN,16,
TAX_FNCACT_FASTFOOD_WORKER,16,
TAX_DISEASE_CEREBRAL_PALSY,16,
TAX_WORLDLANGUAGES_MOGAO,16,
TAX_WORLDLANGUAGES_TRIPURI,16,
TAX_ETHNICITY_TRIPURI,16,
TAX_FOODSTAPLES_SORGHUM,16,
TAX_FNCACT_SOUND_ENGINEER,16,
TAX_DISEASE_SCABIES,16,
TAX_FNCACT_PLENIPOTENTIARY,16,
TAX_ETHNICITY_HUTUS,16,
TAX_WORLDREPTILES_AMERICAN_ALLIGATOR,16,
WB_1017_CONSUMER_PROTECTION_LAW,16,
TAX_ETHNICITY_SRI_LANKAN_TAMILS,16,
TAX_FNCACT_FRIAR,16,
TAX_WORLDLANGUAGES_PU_NO,16,
TAX_FNCACT_SAXOPHONIST,16,
TAX_WORLDLANGUAGES_MANDAL,16,
TAX_WEAPONS_MINESWEEPER,16,
TAX_RELIGION_BANGLADESHI_MUSLIMS,16,
TAX_WORLDMAMMALS_CLOUDED_LEOPARDS,16,
WB_741_URBAN_CRIME_AND_VIOLENCE,16,
TAX_WORLDLANGUAGES_AMBA,16,
URBAN_SPRAWL,16,
TAX_FNCACT_TRIBAL_CHIEF,16,
TAX_FNCACT_CONGRESSIONAL_AIDE,16,
TAX_DISEASE_ATROPHY,16,
TAX_FNCACT_DRAUGHTSMAN,16,
TAX_WORLDFISH_HAKE,16,
MANMADE_DISASTER_FIRE_TRUCK,16,
TAX_WORLDLANGUAGES_SYRIAC,16,
TAX_DISEASE_SPONDYLOSIS,16,
TAX_WORLDLANGUAGES_CHICANO,16,
TAX_FNCACT_CHIEF_JUSTICES,16,
TAX_FNCACT_GENERAL_MANAGERS,16,
TAX_FNCACT_HOUSEMAIDS,16,
TAX_AIDGROUPS_IHH_HUMANITARIAN_RELIEF_FOUNDATION,16,
TAX_ECON_FREETRADEAGREEMENTS_EUROPEAN_ECONOMIC_AREA,16,
TAX_FNCACT_POLITICAL_COMMISSAR,16,
WB_1200_EXPORT_ZONES,16,
WB_317_BANK_REGULATION_AND_SUPERVISION,16,
TAX_WORLDLANGUAGES_DINKA,16,
TAX_FNCACT_CELLIST,16,
TAX_WORLDLANGUAGES_TALAING,16,
ECON_WORLDCURRENCIES_FIJIAN_DOLLARS,16,
TAX_WORLDFISH_MANTA_RAYS,16,
TAX_WORLDLANGUAGES_MAWTEIK,16,
TAX_WORLDFISH_HORN_SHARK,16,
TAX_DISEASE_AVIAN_INFLUENZA,16,
TAX_FNCACT_ARRANGER,16,
TAX_TERROR_GROUP_ISLAMIC_RESISTANCE,16,
TAX_ETHNICITY_DINKA,16,
TAX_TERROR_GROUP_ANSARU,16,
WB_1315_TERTIARY_CARE,16,
ECON_DEVELOPMENTORGS_UNITED_NATIONS_INDUSTRIAL_DEVELOPMENT_ORGANIZATION,16,
TAX_WORLDLANGUAGES_THADOU,16,
TAX_WORLDFISH_PERCHES,16,
TAX_FNCACT_DEATH_SQUAD,16,
TAX_DISEASE_URINARY_TRACT_INFECTIONS,16,
TAX_FNCACT_NOBLEMAN,16,
TAX_WORLDLANGUAGES_MISHMI,16,
TAX_AIDGROUPS_UNITED_NATIONS_INDUSTRIAL_DEVELOPMENT_ORGANIZATION,16,
TAX_WORLDLANGUAGES_KOHISTANI,16,
TAX_WORLDLANGUAGES_IRUMU,16,
WB_2112_MARKET_DEFINITION_AND_MARKET_POWER,16,
TAX_WORLDLANGUAGES_BANGA,16,
ECON_WORLDCURRENCIES_BANGLADESHI_TAKA,16,
TAX_WORLDLANGUAGES_ROMBLON,16,
TAX_WORLDLANGUAGES_BALUCHIS,16,
TAX_WORLDINSECTS_WASPS,16,
TAX_RELIGION_ASSEMBLY_OF_GOD,16,
TAX_FNCACT_LABOR_LEADER,16,
WB_2289_OIL_AND_GAS_REFINING,15,
TAX_FNCACT_STATIONMASTER,15,
TAX_WORLDLANGUAGES_LAMPUNG,15,
TAX_FNCACT_CASEWORKER,15,
TAX_FNCACT_MAJORDOMO,15,
TAX_WORLDLANGUAGES_SADAN,15,
TAX_ETHNICITY_CROATS,15,
TAX_FNCACT_DEMOGRAPHER,15,
TAX_FNCACT_ARISTOCRAT,15,
TAX_WORLDLANGUAGES_YAKIMA,15,
TAX_WORLDLANGUAGES_BOSNIANS,15,
TAX_DISEASE_MOSQUITOBORNE_DISEASE,15,
TAX_WORLDLANGUAGES_PYGMY,15,
MANMADE_DISASTER_BUILDING_COLLAPSE,15,
WB_2204_IN_MIGRATION,15,
SOC_POINTSOFINTEREST_PRESCHOOLS,15,Schooling
TAX_FNCACT_ENTOMOLOGIST,15,
TAX_WORLDLANGUAGES_HEBREWS,15,
TAX_AIDGROUPS_CHILDREN_INTERNATIONAL,15,
TAX_POLITICAL_PARTY_CONSTITUTIONAL_DEMOCRATIC_PARTY,15,
TAX_TERROR_GROUP_PATHET_LAO,15,
TAX_FNCACT_DECORATOR,15,
TAX_DISEASE_FLATULENCE,15,
GOV_DISSOLVEGOV,15,
TAX_FNCACT_MAIL_CARRIER,15,
TAX_ETHNICITY_PERUVIANS,15,
TAX_FNCACT_CORPORATE_EXECUTIVE,15,
TAX_ETHNICITY_CHINOOK,15,
TAX_DISEASE_TINNITUS,15,
TAX_FNCACT_PINUP,15,
TAX_FNCACT_BRICKLAYER,15,
WB_1173_TRANSPORT_LOGISTICS_PROVIDERS,15,
TAX_FNCACT_PATRIARCHS,15,
TAX_TERROR_GROUP_ANSAR_ALLAH,15,
TAX_WORLDMAMMALS_MANATEES,15,
TAX_TERROR_GROUP_BARISAN_REVOLUSI_NASIONAL,15,
TAX_WORLDLANGUAGES_BURUM,15,
TAX_FNCACT_PILOT_OFFICER,15,
TAX_WORLDLANGUAGES_KAZAKHS,15,
WB_1255_FINANCIAL_CAPABILITY,15,
TAX_FNCACT_STANDARDBEARER,15,
TAX_TERROR_GROUP_AL_QAEDA_IN_THE,15,
TAX_FNCACT_MANNEQUINS,15,
WB_1386_DAM_SAFETY,15,
TAX_ETHNICITY_CAPE_VERDEAN,15,
TAX_DISEASE_OSTEOPOROSIS,15,
TAX_FNCACT_CHIEF_CONSTABLE,15,
ECON_PRICEMANIPULATION,15,
TAX_TERROR_GROUP_ISLAMIC_STATES,15,
TAX_WORLDLANGUAGES_BURMAS,15,
TAX_FNCACT_SECRET_SERVICE_AGENT,15,
TAX_FNCACT_DOCKWORKERS,15,
TAX_TERROR_GROUP_FREE_PAPUA_MOVEMENT,15,
TAX_ETHNICITY_IBAN,15,
TAX_FNCACT_HITMAN,15,
TAX_TERROR_GROUP_ISLAMIC_COMMUNITY,15,
TAX_DISEASE_CRITICAL_ILLNESS,15,
TAX_WORLDLANGUAGES_LEMAK,15,
TAX_WORLDMAMMALS_NILGAI,15,
TAX_WORLDLANGUAGES_NANDI,15,
TAX_FNCACT_AIR_MARSHAL,15,
TAX_RELIGION_HAREDI,15,
TAX_FNCACT_PLUMBER,15,
TAX_WORLDFISH_PORGY,15,
WB_2925_ADULT_EDUCATION,15,Schooling
TAX_WORLDLANGUAGES_KWAKWA,15,
TAX_ETHNICITY_HUNGARIANS,15,
TAX_WORLDLANGUAGES_POCHURY,15,
TAX_DISEASE_ACUTE_PANCREATITIS,15,
TAX_ETHNICITY_KAZAKHS,15,
TAX_DISEASE_COLIC,15,
TAX_MILITARY_TITLE_PILOT_OFFICER,15,
TAX_WORLDLANGUAGES_TANCHANGYA,15,
TAX_WORLDLANGUAGES_PENAN,15,
TAX_DISEASE_BLACK_DEATH,15,
TAX_MILITARY_TITLE_SUPERINTENDENTS,15,
TAX_DISEASE_HEPATITIS_A,15,
TAX_WORLDLANGUAGES_HUNGARIANS,15,
TAX_DISEASE_ANAPHYLAXIS,15,
TAX_DISEASE_HEART_DISEASES,15,
TAX_TERROR_GROUP_PEOPLES_LIBERATION_ARMY,15,
TAX_TERROR_GROUP_PESHMERGA,14,
TAX_TERROR_GROUP_HIZBUL_MUJAHIDEEN,14,
TAX_WORLDLANGUAGES_SLOVENIAN,14,
TAX_WORLDLANGUAGES_JAYAPURA,14,
TAX_AIDGROUPS_UNITARIAN_UNIVERSALIST_SERVICE_COMMITTEE,14,
WB_449_FISCAL_RISKS,14,
TAX_FNCACT_COMMISSIONED_OFFICERS,14,
TAX_DISEASE_MENINGITIS,14,
WB_1145_CONTINGENT_LIABILITIES,14,
TAX_WORLDLANGUAGES_BANDE,14,
TAX_TERROR_GROUP_MUJAHEDIN,14,
TAX_WORLDMAMMALS_ZEBRA,14,
WB_2674_GREEN_JOBS,14,
NATURAL_DISASTER_BURIED_HOMES,14,
TAX_WORLDBIRDS_YELLOW_BITTERN,14,
TAX_WORLDLANGUAGES_NOWGONG,14,
TAX_WORLDLANGUAGES_KADAI,14,
TAX_WORLDLANGUAGES_BANTA,14,
WB_2673_JOBS_AND_CLIMATE_CHANGE,14,
TAX_FNCACT_MASSAGE_THERAPIST,14,
TAX_DISEASE_INFERTILITY,14,
TAX_AGRICULHARMINSECTS_FLOWER_BEETLES,14,
TAX_WORLDINSECTS_FLOWER_BEETLES,14,
WB_1097_FISCAL_SUSTAINABILITY,14,
WB_2090_CIVIL_SERVICE_TRAINING,14,
TAX_WORLDLANGUAGES_BAHASA_MALAYSIA,14,
WB_2021_INCOME_AND_ASSET_DISCLOSURE,14,
WB_2848_THEMATIC_AND_SECTORAL_PRIORTIZATION,14,
TAX_POLITICAL_PARTY_PATRIOTIC_FRONT,14,
TAX_ETHNICITY_SRI_LANKAN_TAMIL,14,
TAX_WORLDMAMMALS_COUGAR,14,
TAX_WORLDLANGUAGES_SENECA,14,
TAX_WORLDLANGUAGES_VALMIKI,14,
WB_2023_WHISTLEBLOWER_PROTECTION,14,
TAX_DISEASE_ALBINISM,14,
WB_1745_MONOPOLIZATION_AND_ABUSE_OF_DOMINANCE,14,
TAX_ECON_FREETRADEAGREEMENTS_EURASIAN_ECONOMIC_UNION,14,
TAX_WORLDLANGUAGES_PONNA,14,
TAX_WORLDFISH_YELLOWFIN_TUNA,14,
WB_312_INTERNATIONAL_FINANCIAL_STANDARDS,14,
TAX_DISEASE_CELIAC_DISEASE,14,
TAX_WORLDFISH_TETRA,14,
TAX_WORLDLANGUAGES_PANYA,14,
WB_2566_EXPORT_PROMOTION,14,
TAX_FNCACT_CHOREOGRAPHERS,14,
TAX_FNCACT_GRAVEDIGGER,14,
TAX_FNCACT_LANDLADY,14,
TAX_WORLDLANGUAGES_MONDO,14,
TAX_TERROR_GROUP_PHALANGE,14,
TAX_RELIGION_ASHKENAZI_JEWISH,14,
WB_1504_EDUCATION_MANAGEMENT_INFORMATION_SYSTEMS,14,Schooling
TAX_WORLDMAMMALS_OKAPI,14,
TAX_WORLDFISH_STARGAZERS,14,
TAX_WORLDLANGUAGES_SAMOAN,14,
TAX_TERROR_GROUP_SINN_FEIN,14,
TAX_POLITICAL_PARTY_SINN_FEIN,14,
TAX_WORLDFISH_PIRANHA,14,
TAX_WORLDLANGUAGES_SANGA,14,
TAX_FNCACT_MOLECULAR_BIOLOGIST,14,
TAX_POLITICAL_PARTY_SCOTTISH_NATIONAL_PARTY,14,
TAX_WORLDLANGUAGES_KONKANI,14,
SOC_POINTSOFINTEREST_FORWARD_OPERATING_BASES,14,
TAX_WORLDLANGUAGES_PALMAS,14,
TAX_FNCACT_MAJOR_GENERALS,14,
TAX_WORLDLANGUAGES_BARMA,14,
WB_2813_EFFICIENT_LABOR_EXCHANGES,14,
TAX_FNCACT_ENLISTED_MEN,14,
TAX_RELIGION_PROTESTANTISM,14,
ECON_DEVELOPMENTORGS_FORD_FOUNDATION,14,
SOC_SUSPICIOUSACTIVITIES,14,
TAX_FNCACT_SLEUTH,14,
TAX_TERROR_GROUP_ARAKAN_ROHINGYA_NATIONAL_ORGANIZATION,14,
TAX_WORLDLANGUAGES_CHAURA,14,
TAX_WORLDLANGUAGES_THAKURI,14,
TAX_WORLDLANGUAGES_NYIMA,14,
ECON_WORLDCURRENCIES_ROUBLES,14,
TAX_WORLDLANGUAGES_CHAMORRO,14,
TAX_ETHNICITY_CHAMORRO,14,
WB_1155_CHRONIC_POVERTY,14,
TAX_ETHNICITY_TIGRESS,14,
TAX_DISEASE_CONSTIPATION,14,
TAX_WORLDLANGUAGES_NAMAN,14,
WB_2412_GAMIFICATION,14,
WB_342_INFRASTRUCTURE_FUNDS,14,
TAX_WORLDLANGUAGES_SAKAI,14,
TAX_DISEASE_ZIKA_VIRUS,14,
TAX_FNCACT_EMERGENCY_MEDICAL_TECHNICIAN,14,
TAX_FNCACT_TECHNICAL_DIRECTOR,14,
TAX_POLITICAL_PARTY_POLISARIO_FRONT,13,
TAX_DISEASE_SILICOSIS,13,
TAX_ETHNICITY_HAUSA,13,
TAX_FNCACT_DOMESTIC_HELP,13,
WB_992_IRRIGATION_METHODS,13,
TAX_WORLDLANGUAGES_TUAREG,13,
TAX_AIDGROUPS_INTERNATIONAL_ORGANISATION_FOR_MIGRATION,13,
TAX_WORLDMAMMALS_GIANT_PANDAS,13,
TAX_WORLDLANGUAGES_HAUSA,13,
TAX_ETHNICITY_TUAREG,13,
TAX_WEAPONS_IMPROVISED_EXPLOSIVES,13,
WB_196_AGRICULTURAL_INNOVATION_SYSTEMS,13,
TAX_POLITICAL_PARTY_NATIONAL_RESISTANCE_MOVEMENT,13,
TAX_DISEASE_GINGIVITIS,13,
TAX_FNCACT_ENDOCRINOLOGIST,13,
TAX_DISEASE_HEARTBURN,13,
TAX_TERROR_GROUP_ISLAMIC_FRONT,13,
WB_1778_FRESHWATER_ECOSYSTEMS,13,
TAX_WORLDFISH_BLUEFIN_TUNA,13,
TAX_DISEASE_AMOEBA,13,
TAX_DISEASE_CREASES,13,
TAX_WORLDFISH_BOGA,13,
ECON_WORLDCURRENCIES_LEBANESE_POUND,13,
TAX_FNCACT_GUNRUNNERS,13,
TAX_FNCACT_MEDICINE_MAN,13,
TAX_WORLDLANGUAGES_PAYAP,13,
TAX_WORLDLANGUAGES_MALANG,13,
TAX_DISEASE_TYPHOID_FEVER,13,
TAX_TERROR_GROUP_POLISARIO_FRONT,13,
ECON_DEFLATION,13,
WB_576_ECOSYSTEM_BASED_ADAPTATION,13,
TAX_WORLDLANGUAGES_KARAS,13,
TAX_RELIGION_SHIITE_MUSLIMS,13,
NATURAL_DISASTER_COLD_SNAP,13,
TAX_WORLDLANGUAGES_VAIPHEI,13,
TAX_WORLDLANGUAGES_KONDE,13,
WB_1897_FAMILY_LAW,13,
TAX_POLITICAL_PARTY_REFORM_MOVEMENT,13,
TAX_FNCACT_ANGLER,13,
WB_2841_FAMILY_REUNIFICATION,13,
TAX_TERROR_GROUP_JEMAAH_ISLAMIYAH,13,
TAX_WORLDFISH_ANGLER,13,
TAX_WORLDFISH_CHIMERA,13,
TAX_FNCACT_BABYSITTER,13,
TAX_RELIGION_SHIITE_MUSLIM,13,
TAX_WORLDLANGUAGES_TAHITIAN,13,
TAX_SPECIAL_ISSUES_OBAMACARE,13,
TAX_WORLDLANGUAGES_SANTAL,13,
TAX_ETHNICITY_ORTHODOX_JEWS,13,
TAX_ETHNICITY_SANTAL,13,
TAX_WORLDLANGUAGES_DUKE_OF_YORK,13,
ECON_DEVELOPMENTORGS_SWISS_AGENCY_FOR_DEVELOPMENT,13,
TAX_AIDGROUPS_SWISS_AGENCY_FOR_DEVELOPMENT,13,
TAX_WORLDLANGUAGES_SHERWIN,13,
HUMAN_RIGHTS_ABUSES_SUMMARY_EXECUTION,13,HumanRights
TAX_WORLDLANGUAGES_GUYANESE,13,
TAX_WEAPONS_AIR_DEFENCE_SYSTEM,13,
TAX_DISEASE_PARKINSON_DISEASE,13,
WB_2702_UNDEREMPLOYMENT,13,
TAX_ETHNICITY_CHECHENS,13,
TAX_AIDGROUPS_UNITED_NATIONS_HUMAN_SETTLEMENTS_PROGRAMME,13,HumanRights
TAX_WORLDLANGUAGES_CHECHENS,13,
WB_2409_COCREATION,13,
TAX_WORLDMAMMALS_COYOTES,13,
TAX_FNCACT_ENTOMOLOGISTS,13,
TAX_FNCACT_POPES,13,
TAX_WORLDMAMMALS_RED_WOLVES,13,
TAX_WORLDMAMMALS_SQUIRRELS,13,
TAX_ETHNICITY_BANTU,13,
TAX_WORLDLANGUAGES_KIDAL,13,
TAX_FNCACT_FIDDLER,13,
TAX_WORLDLANGUAGES_KAMARU,13,
TAX_FNCACT_OFFICEBEARER,13,
TAX_DISEASE_TICKBORNE_ILLNESS,13,
TAX_DISEASE_GLAUCOMA,13,
WB_1240_PRUDENTIAL_FRAMEWORK,13,
WB_1241_BANK_CAPITAL_ADEQUACY,13,
TAX_WORLDFISH_SWEEPERS,13,
TAX_WORLDLANGUAGES_OSAGE,13,
TAX_DISEASE_SHINGLES,13,
TAX_WORLDLANGUAGES_PAITE,13,
TAX_WORLDINSECTS_LOCUSTS,13,
LOCUSTS,13,
TAX_WORLDLANGUAGES_CHOLO,13,
TAX_WORLDLANGUAGES_MATIA,13,
TAX_FNCACT_FLAG_OFFICER,13,
TAX_WORLDMAMMALS_TERRIER,13,
TAX_DISEASE_BOTULISM,13,
UNGOVERNED,13,
TAX_FNCACT_SEAMSTRESS,13,
NATURAL_DISASTER_LOCUSTS,13,
TAX_WORLDLANGUAGES_LOGONE,13,
TAX_MILITARY_TITLE_2ND_LIEUTENANT,13,
TAX_WORLDLANGUAGES_YAOUNDE,13,
TAX_WORLDMAMMALS_NARWHAL,13,
TAX_FNCACT_2ND_LIEUTENANT,13,
TAX_AGRICULHARMINSECTS_LOCUSTS,13,
TAX_TERROR_GROUP_AL_SHABAAB,13,
TAX_TERROR_GROUP_TAMIL_TIGER,13,
TAX_FNCACT_FABRICATOR,13,
TAX_WORLDLANGUAGES_KUKI_CHIN,13,
TAX_WORLDMAMMALS_KOALAS,13,
TAX_WORLDMAMMALS_GOLDEN_RETRIEVER,13,
TAX_DISEASE_PHOBIA,13,
TAX_WORLDFISH_SUCKERS,13,
TAX_FNCACT_SUPPLY_OFFICER,13,
WB_1988_HYDROPOWER_TECHNOLOGIES,13,
TAX_WORLDLANGUAGES_LIANGMAI,13,
TAX_WORLDLANGUAGES_DOGON,13,
TAX_WORLDMAMMALS_GRAY_WHALES,13,
TAX_FNCACT_FOREMEN,13,
TAX_FNCACT_WEATHERMAN,13,
TAX_WORLDLANGUAGES_AMBAS,13,
TAX_WORLDLANGUAGES_BUNDI,13,
TAX_RELIGION_SALAFIST,13,
TAX_WORLDLANGUAGES_DJIBO,13,
EPU_POLICY_PEOPLE_BANK_OF_CHINA,13,
TAX_WORLDLANGUAGES_ALGONQUIN,13,
TAX_ETHNICITY_DOGON,13,
TAX_TERROR_GROUP_BANGLADESH_CHHATRA,13,
TAX_FNCACT_UMPIRE,13,
TAX_WORLDLANGUAGES_CAMPA,13,
TAX_FNCACT_CORPORALS,13,
TAX_POLITICAL_PARTY_SOLIDARITY_PARTY,13,
TAX_FNCACT_HANDMAIDEN,13,
WB_2081_FINANCIAL_DISCLOSURE,13,
CRISISLEX_T05_MONEY,13,
TAX_RELIGION_SUNNI_MUSLIMS,13,
TAX_ETHNICITY_PASHTUNS,12,
TAX_TERROR_GROUP_PEOPLE_LIBERATION_MOVEMENT,12,
TAX_WORLDBIRDS_GRACKLES,12,
TAX_TERROR_GROUP_MIZO_NATIONAL_FRONT,12,
WB_2615_DIVERSIFICATION_OF_PRODUCTION_AND_EXPORTS,12,
TAX_POLITICAL_PARTY_MIZO_NATIONAL_FRONT,12,
TAX_FNCACT_WEBMASTER,12,
TAX_WORLDFISH_POMFRET,12,
WB_2756_LABOR_PRODUCTIVITY,12,
TAX_FNCACT_THE_CENSOR,12,
